,order_id,order_location_x,order_location_y,has_all_available_products,percentage_availability_of_products,total_weight_of_order,warehouse_location_x,warehouse_location_y,distance_order_from_warehouse,classifier
0,0,340,371,0,0.14540816326530612,419.0,182,193,238.00840321299583,-1
1,1,163,320,0,0.125,45.0,182,193,128.41339493993607,-1
2,2,201,331,0,0.3214285714285714,88.0,182,193,139.30183056945089,-1
3,3,257,290,0,0.19810806477473142,702.0,182,193,122.61321299109652,-1
4,4,115,512,0,0.4756944444444445,508.0,182,193,325.96012026013244,-1
5,5,154,147,0,0.05,362.0,182,193,53.85164807134504,-1
6,6,188,326,0,0.14047619047619048,255.0,182,193,133.13526955694348,-1
7,7,210,180,0,0.09198113207547169,590.0,182,193,30.870698080866262,-1
8,8,92,216,0,0.0787037037037037,169.0,182,193,92.89241088485109,-1
9,9,135,190,0,0.0827027027027027,216.0,182,193,47.095647357266465,-1
10,10,254,201,0,0.09722222222222221,367.0,182,193,72.44308110509934,-1
11,11,198,328,0,0.3333333333333333,22.0,182,193,135.94484175576505,-1
12,12,193,254,0,0.14246632996632996,867.0,182,193,61.98386886924694,-1
13,13,259,211,0,0.13968253968253969,409.0,182,193,79.07591289387686,-1
14,14,211,211,0,0.2708333333333333,1085.0,182,193,34.132096331752024,-1
15,15,298,230,0,0.13333333333333333,493.0,182,193,121.75795661885921,-1
16,16,265,417,0,0.134547152194211,1179.0,182,193,238.88281646028875,-1
17,17,241,301,0,0.16666666666666666,437.0,182,193,123.06502346320826,-1
18,18,252,200,0,0.06597222222222222,78.0,182,193,70.34912934784623,-1
19,19,143,286,0,0.22619047619047622,306.0,182,193,100.84641788382967,-1
20,20,264,236,0,0.19145021645021645,974.0,182,193,92.59049627256569,-1
21,21,56,257,0,0.175,228.0,182,193,141.3223266154361,-1
22,22,180,348,0,0.13179012345679011,742.0,182,193,155.0129026887762,-1
23,23,299,391,0,0.15,738.0,182,193,229.98478210525147,-1
24,24,273,402,0,0.375,146.0,182,193,227.9517492804124,-1
25,25,123,358,0,0.22811791383219956,354.0,182,193,175.231275747225,-1
26,26,293,238,0,0.27777777777777773,181.0,182,193,119.77478866606278,-1
27,27,252,275,0,0.1757936507936508,875.0,182,193,107.81465577554843,-1
28,28,91,246,0,0.06431797651309847,537.0,182,193,105.30906893520614,-1
29,29,203,228,0,0.125,325.0,182,193,40.8166632639171,-1
30,30,228,120,0,0.0,132.0,182,193,86.28441342444185,-1
31,31,134,204,0,0.08333333333333333,149.0,182,193,49.24428900898052,-1
32,32,125,215,0,0.3166666666666667,217.0,182,193,61.09828148156051,-1
33,33,230,335,0,0.10712932900432899,1065.0,182,193,149.89329538041386,-1
34,34,145,415,0,0.1526077097505669,984.0,182,193,225.06221362103412,-1
35,35,112,397,0,0.06666666666666667,143.0,182,193,215.67568244936655,-1
36,36,107,382,0,0.2,513.0,182,193,203.33715843396652,-1
37,37,232,214,0,0.0685319582378406,1131.0,182,193,54.230987451824994,-1
38,38,273,229,0,0.0,103.0,182,193,97.86214794290998,-1
39,39,227,250,0,0.1922268907563025,954.0,182,193,72.62231062146122,-1
40,40,357,359,0,0.09166666666666666,412.0,182,193,241.2073796549351,-1
41,41,189,225,0,0.2916666666666667,207.0,182,193,32.7566787083184,-1
42,42,262,427,0,0.0875,493.0,182,193,247.2973918180295,-1
43,43,109,272,0,0.20833333333333331,109.0,182,193,107.56393447619885,-1
44,44,243,306,0,0.047619047619047616,141.0,182,193,128.41339493993607,-1
45,45,194,232,0,0.13177083333333334,635.0,182,193,40.80441152620633,-1
46,46,48,289,0,0.625,114.0,182,193,164.83931569865243,1
47,47,10,162,0,0.12330447330447329,338.0,182,193,174.77127910500627,-1
48,48,90,473,0,0.375,279.0,182,193,294.72699231661835,-1
49,49,242,225,0,0.05555555555555555,214.0,182,193,68.0,-1
50,50,107,353,0,0.2,143.0,182,193,176.70597047072292,-1
51,51,115,366,0,0.0,236.0,182,193,185.52088831180168,-1
52,52,236,404,0,0.10185185185185185,785.0,182,193,217.8003673091485,-1
53,53,168,150,0,0.13333333333333333,290.0,182,193,45.221676218380054,-1
54,54,230,135,0,0.12663398692810457,1141.0,182,193,75.28612089887484,-1
55,55,143,394,0,0.2975308641975309,695.0,182,193,204.74862636901864,-1
56,56,275,343,0,0.15674603174603177,1118.0,182,193,176.49079296099274,-1
57,57,109,382,0,0.23764500290474314,773.0,182,193,202.6079958935481,-1
58,58,274,336,0,0.21377551020408164,828.0,182,193,170.03823099526764,-1
59,59,168,287,0,0.10851851851851853,996.0,182,193,95.03683496413377,-1
60,60,185,338,0,0.1222222222222222,261.0,182,193,145.03103116229988,-1
61,61,105,254,0,0.18055555555555555,907.0,182,193,98.2344135219425,-1
62,62,237,243,0,0.19541666666666666,454.0,182,193,74.33034373659252,-1
63,63,221,395,0,0.21916666666666665,768.0,182,193,205.73040611440985,-1
64,64,269,258,0,0.07761437908496731,411.0,182,193,108.60018416190647,-1
65,65,244,405,0,0.041666666666666664,335.0,182,193,220.8800579500105,-1
66,66,147,363,0,0.13333333333333333,330.0,182,193,173.5655495770978,-1
67,67,293,131,0,0.396494708994709,459.0,182,193,127.1416532848303,-1
68,68,295,304,0,0.14767133204633207,471.0,182,193,158.39823231336896,-1
69,69,216,127,0,0.10791589363017934,749.0,182,193,74.24284477308234,-1
70,70,223,394,0,0.020833333333333332,343.0,182,193,205.1389772812568,-1
71,71,283,280,0,0.2333333333333333,654.0,182,193,133.30416347586447,-1
72,72,126,275,0,0.04354256854256854,989.0,182,193,99.29753269845128,-1
73,73,192,257,0,0.09765211640211639,1047.0,182,193,64.77653896280658,-1
74,74,228,384,0,0.1349206349206349,390.0,182,193,196.46119209655632,-1
75,75,267,233,0,0.0,346.0,182,193,93.94147114027967,-1
76,76,194,323,0,0.057291666666666664,534.0,182,193,130.5526713629407,-1
77,77,75,294,0,0.3819444444444445,570.0,182,193,147.13938969562162,-1
78,78,268,281,0,0.09854497354497355,391.0,182,193,123.0447073221762,-1
79,79,178,316,0,0.1,49.0,182,193,123.06502346320826,-1
80,80,262,245,0,0.02857142857142857,351.0,182,193,95.4148835350125,-1
81,81,255,211,0,0.1111111111111111,136.0,182,193,75.18643494673756,-1
82,82,388,237,0,0.0,16.0,182,193,210.64662351910604,-1
83,83,136,260,0,0.37333333333333335,242.0,182,193,81.27115109311545,-1
84,84,120,272,0,0.020833333333333332,258.0,182,193,100.42410069301094,-1
