,order_id,order_location_x,order_location_y,has_all_available_products,percentage_availability_of_products,total_weight_of_order,warehouse_location_x,warehouse_location_y,distance_order_from_warehouse,classifier
0,0,340,371,0,0.2033514492753623,419.0,297,423,67.47592163134935,-1
1,1,163,320,0,0.25,45.0,297,423,169.01183390520322,-1
2,2,201,331,0,0.41666666666666663,88.0,297,423,132.9661611087573,1
3,3,257,290,0,0.17901234567901236,702.0,297,423,138.88484438555562,-1
4,4,115,512,0,0.33125,508.0,297,423,202.5956564193813,-1
5,5,154,147,0,0.125,362.0,297,423,310.84562084739105,-1
6,6,188,326,0,0.15277777777777776,255.0,297,423,145.91093173576817,-1
7,7,210,180,0,0.09183673469387754,590.0,297,423,258.1046299468493,-1
8,8,92,216,0,0.15873015873015872,169.0,297,423,291.3314263858261,-1
9,9,135,190,0,0.30666666666666664,216.0,297,423,283.7833680820636,-1
10,10,254,201,0,0.05185185185185185,367.0,297,423,226.12607103118384,-1
11,11,198,328,0,0.3333333333333333,22.0,297,423,137.20787149431334,-1
12,12,193,254,0,0.2306547619047619,867.0,297,423,198.4363877921587,-1
13,13,259,211,0,0.09523809523809523,409.0,297,423,215.37873618349607,-1
14,14,211,211,0,0.17261904761904762,1085.0,297,423,228.77936969928035,-1
15,15,298,230,0,0.2765530539920784,493.0,297,423,193.00259065618783,-1
16,16,265,417,0,0.11112621519195913,1179.0,297,423,32.55764119219941,-1
17,17,241,301,0,0.1527777777777778,437.0,297,423,134.23859355639868,-1
18,18,252,200,0,0.1,78.0,297,423,227.49505489130968,-1
19,19,143,286,0,0.10484486477517838,306.0,297,423,206.11889772653063,-1
20,20,264,236,0,0.28968253968253965,974.0,297,423,189.88944151795275,-1
21,21,56,257,0,0.20833333333333331,228.0,297,423,292.6380016334174,-1
22,22,180,348,0,0.17698412698412697,742.0,297,423,138.97481786280562,-1
23,23,299,391,0,0.12390109890109889,738.0,297,423,32.0624390837628,-1
24,24,273,402,0,0.2222222222222222,146.0,297,423,31.89043743820395,-1
25,25,123,358,0,0.1623015873015873,354.0,297,423,185.74444810007108,-1
26,26,293,238,0,0.3333333333333333,181.0,297,423,185.04323819042943,-1
27,27,252,275,0,0.32222222222222224,875.0,297,423,154.69001260585637,-1
28,28,91,246,0,0.06306042884990254,537.0,297,423,271.59712811441875,-1
29,29,203,228,0,0.0625,325.0,297,423,216.47401691658055,-1
30,30,228,120,0,0.0,132.0,297,423,310.75713990188547,-1
31,31,134,204,0,0.3333333333333333,149.0,297,423,273.00183149568795,-1
32,32,125,215,0,0.12499999999999999,217.0,297,423,269.9036865253974,-1
33,33,230,335,0,0.14163690476190474,1065.0,297,423,110.60289327137876,-1
34,34,145,415,0,0.19127144785039524,984.0,297,423,152.21038072352357,-1
35,35,112,397,0,0.0707070707070707,143.0,297,423,186.81809334215998,-1
36,36,107,382,0,0.16640786749482403,513.0,297,423,194.3733520830466,-1
37,37,232,214,0,0.07140899122807018,1131.0,297,423,218.87439320304236,-1
38,38,273,229,0,0.0,103.0,297,423,195.47889911701466,-1
39,39,227,250,0,0.11680672268907562,954.0,297,423,186.62529303392935,-1
40,40,357,359,0,0.1,412.0,297,423,87.72684879784524,-1
41,41,189,225,0,0.16666666666666666,207.0,297,423,225.53935355055003,-1
42,42,262,427,0,0.20833333333333334,493.0,297,423,35.22782990761707,-1
43,43,109,272,0,0.125,109.0,297,423,241.13274352522097,-1
44,44,243,306,0,0.06666666666666667,141.0,297,423,128.86038956948718,-1
45,45,194,232,0,0.1182860644257703,635.0,297,423,217.00230413523263,-1
46,46,48,289,0,0.5555555555555556,114.0,297,423,282.766688278517,1
47,47,10,162,0,0.1595959595959596,338.0,297,423,387.9304061297593,-1
48,48,90,473,0,0.20833333333333334,279.0,297,423,212.9530464679949,-1
49,49,242,225,0,0.07251461988304093,214.0,297,423,205.49695861496346,-1
50,50,107,353,0,0.5,143.0,297,423,202.48456731316588,1
51,51,115,366,0,0.16666666666666666,236.0,297,423,190.71706793048176,-1
52,52,236,404,0,0.056868721723794174,785.0,297,423,63.89053137985315,-1
53,53,168,150,0,0.07333333333333333,290.0,297,423,301.94370336206714,-1
54,54,230,135,0,0.09313725490196079,1141.0,297,423,295.6907167971291,-1
55,55,143,394,0,0.2567901234567901,695.0,297,423,156.70673246545599,-1
56,56,275,343,0,0.15206916099773243,1118.0,297,423,82.96987405076617,-1
57,57,109,382,0,0.21359307359307358,773.0,297,423,192.41881404893857,-1
58,58,274,336,0,0.218187274909964,828.0,297,423,89.98888820293314,-1
59,59,168,287,0,0.07785714285714285,996.0,297,423,187.44865963777923,-1
60,60,185,338,0,0.14833333333333334,261.0,297,423,140.60227594174995,-1
61,61,105,254,0,0.23062865497076024,907.0,297,423,255.78311124857325,-1
62,62,237,243,0,0.18690476190476188,454.0,297,423,189.73665961010275,-1
63,63,221,395,0,0.24083333333333332,768.0,297,423,80.99382692526635,-1
64,64,269,258,0,0.061224489795918366,411.0,297,423,167.35889578985635,-1
65,65,244,405,0,0.04421768707482993,335.0,297,423,55.97320787662612,-1
66,66,147,363,0,0.09523809523809523,330.0,297,423,161.55494421403512,-1
67,67,293,131,0,0.3253019323671497,459.0,297,423,292.0273959751037,-1
68,68,295,304,0,0.1482638888888889,471.0,297,423,119.01680553602503,-1
69,69,216,127,0,0.10799592564298446,749.0,297,423,306.88271375233893,-1
70,70,223,394,0,0.03170289855072464,343.0,297,423,79.47955712005447,-1
71,71,283,280,0,0.09261363636363637,654.0,297,423,143.68368035375485,-1
72,72,126,275,0,0.05389610389610389,989.0,297,423,226.15260334561705,-1
73,73,192,257,0,0.10209978005577157,1047.0,297,423,196.42046736529267,-1
74,74,228,384,0,0.125,390.0,297,423,79.25906888173743,-1
75,75,267,233,0,0.0,346.0,297,423,192.35384061671346,-1
76,76,194,323,0,0.017857142857142856,534.0,297,423,143.55835050598765,-1
77,77,75,294,0,0.34659863945578234,570.0,297,423,256.7586415293554,-1
78,78,268,281,0,0.12518037518037517,391.0,297,423,144.9310180741169,-1
79,79,178,316,0,0.08333333333333333,49.0,297,423,160.0312469488381,-1
80,80,262,245,0,0.13333333333333333,351.0,297,423,181.4083790788066,-1
81,81,255,211,0,0.16666666666666666,136.0,297,423,216.1203368496357,-1
82,82,388,237,0,0.0,16.0,297,423,207.06762180505189,-1
83,83,136,260,0,0.36666666666666664,242.0,297,423,229.10696191953662,-1
84,84,120,272,0,0.0625,258.0,297,423,232.65854809140367,-1
85,85,180,171,0,0.09895833333333333,231.0,297,423,277.83628272779634,-1
86,86,284,142,0,0.1111111111111111,206.0,297,423,281.30055101261354,-1
87,87,274,348,0,0.00392156862745098,261.0,297,423,78.44743462982075,-1
88,88,158,195,0,0.2071759259259259,670.0,297,423,267.02996086581743,-1
89,89,235,422,0,0.041666666666666664,325.0,297,423,62.00806399170998,-1
90,90,232,154,0,0.1111111111111111,162.0,297,423,276.7417568781408,-1
91,91,216,247,0,0.3,446.0,297,423,193.7446773462435,-1
92,92,244,477,0,0.13333333333333333,269.0,297,423,75.66372975210778,-1
93,93,259,273,0,0.13055555555555556,657.0,297,423,154.7384890710776,-1
94,94,257,192,0,0.09346560846560847,747.0,297,423,234.43762496664223,-1
95,95,190,261,0,0.15740740740740738,647.0,297,423,194.1468516355596,-1
96,96,187,351,0,0.30178571428571427,644.0,297,423,131.46862743635836,-1
97,97,180,308,0,0.3553030303030304,582.0,297,423,164.05486887014357,-1
98,98,260,513,0,0.1181818181818182,348.0,297,423,97.30878685915265,-1
99,99,126,342,0,0.11205096073517126,1151.0,297,423,189.21416437465774,-1
100,100,259,354,0,0.2708333333333333,478.0,297,423,78.77182237323191,-1
101,101,113,341,0,0.07904965404965404,700.0,297,423,201.44478151592807,-1
102,102,199,270,0,0.28630820399113077,811.0,297,423,181.69479904499192,-1
103,103,198,360,0,0.15012922932330827,1125.0,297,423,117.34564329364768,-1
104,104,193,238,0,0.0440625,585.0,297,423,212.22865028077618,-1
105,105,169,278,0,0.2383627946127946,835.0,297,423,193.4140636044856,-1
106,106,214,214,0,0.2824404761904762,531.0,297,423,224.8777445635739,-1
107,107,318,388,0,0.12470899470899471,912.0,297,423,40.8166632639171,-1
108,108,270,321,0,0.14342403628117914,772.0,297,423,105.51303237041384,-1
109,109,270,359,0,0.09552154195011339,899.0,297,423,69.46221994724903,-1
110,110,163,260,0,0.1898148148148148,710.0,297,423,211.00947846009194,-1
111,111,124,366,0,0.07661904761904761,650.0,297,423,182.14829123546562,-1
112,112,234,221,0,0.07489417989417987,968.0,297,423,211.59631376751344,-1
113,113,95,533,0,0.3955026455026455,459.0,297,423,230.00869548780108,-1
114,114,255,259,0,0.1345568783068783,767.0,297,423,169.29264603047588,-1
115,115,94,476,0,0.08928571428571429,222.0,297,423,209.80467106334882,-1
116,116,193,243,0,0.11944444444444445,280.0,297,423,207.88458336298052,-1
117,117,209,171,0,0.13888888888888887,385.0,297,423,266.92320993124594,-1
118,118,289,284,0,0.175,187.0,297,423,139.2300254973761,-1
119,119,186,390,0,0.11035177228786251,929.0,297,423,115.80155439371269,-1
120,120,169,133,0,0.07291666666666666,251.0,297,423,316.9921134665656,-1
121,121,102,277,0,0.06906906906906907,124.0,297,423,243.6000821017924,-1
122,122,173,242,0,0.15391774891774893,1150.0,297,423,219.40145851839728,-1
123,123,284,416,0,0.15357142857142855,330.0,297,423,14.7648230602334,-1
