,order_id,order_location_x,order_location_y,has_all_available_products,percentage_availability_of_products,total_weight_of_order,warehouse_location_x,warehouse_location_y,distance_order_from_warehouse,classifier
0,0,340,371,0,0.15625,419.0,310,26,346.30189141845585,-1
1,1,163,320,0,0.125,45.0,310,26,328.7019926924691,-1
2,2,201,331,0,0.5714285714285714,88.0,310,26,323.89195729440394,-1
3,3,257,290,0,0.2574074074074074,702.0,310,26,269.2675249635574,-1
4,4,115,512,0,0.23125,508.0,310,26,523.6611499815506,-1
5,5,154,147,0,0.09649122807017543,362.0,310,26,197.4259354796122,-1
6,6,188,326,0,0.09615384615384615,255.0,310,26,323.8579935712565,-1
7,7,210,180,0,0.21428571428571427,590.0,310,26,183.61917111238685,-1
8,8,92,216,0,0.06846728151075977,169.0,310,26,289.17814578560393,-1
9,9,135,190,0,0.29,216.0,310,26,239.83536019528063,-1
10,10,254,201,0,0.2071846282372598,367.0,310,26,183.74166647769363,-1
11,11,198,328,1,1.0,22.0,310,26,322.0993635510632,-1
12,12,193,254,0,0.17366441601516228,867.0,310,26,256.26743843102656,-1
13,13,259,211,0,0.11738400488400488,409.0,310,26,191.90101615155663,-1
14,14,211,211,0,0.11880096558626985,1085.0,310,26,209.82373554962746,-1
15,15,298,230,0,0.19166666666666665,493.0,310,26,204.35263639111682,-1
16,16,265,417,0,0.21050420168067233,1179.0,310,26,393.58099547615353,-1
17,17,241,301,0,0.175,437.0,310,26,283.5242494038208,-1
18,18,252,200,0,0.08333333333333333,78.0,310,26,183.412104289766,-1
19,19,143,286,0,0.3178571428571429,306.0,310,26,309.01294471267704,-1
20,20,264,236,0,0.18125000000000002,974.0,310,26,214.97906874856446,-1
21,21,56,257,0,0.3,228.0,310,26,343.3322006453808,-1
22,22,180,348,0,0.17901234567901236,742.0,310,26,347.2520698282445,-1
23,23,299,391,0,0.1968864468864469,738.0,310,26,365.1657158058516,-1
24,24,273,402,0,0.110530679933665,146.0,310,26,377.8160928282436,-1
25,25,123,358,0,0.37142857142857144,354.0,310,26,381.04199243652926,-1
26,26,293,238,0,0.16666666666666666,181.0,310,26,212.6805115660577,-1
27,27,252,275,0,0.293287037037037,875.0,310,26,255.66579747787932,-1
28,28,91,246,0,0.14351851851851852,537.0,310,26,310.42068230064825,-1
29,29,203,228,0,0.08333333333333333,325.0,310,26,228.58915109864685,-1
30,30,228,120,0,0.010416666666666666,132.0,310,26,124.73972903610141,-1
31,31,134,204,0,0.3333333333333333,149.0,310,26,250.3197954617253,-1
32,32,125,215,0,0.3022342995169082,217.0,310,26,264.4730610100016,-1
33,33,230,335,0,0.10494791666666667,1065.0,310,26,319.18803235710453,-1
34,34,145,415,0,0.19075670498084293,984.0,310,26,422.547038801599,-1
35,35,112,397,0,0.3333333333333333,143.0,310,26,420.52942822114125,-1
36,36,107,382,0,0.24826388888888887,513.0,310,26,409.8109320162165,-1
37,37,232,214,0,0.06875763125763125,1131.0,310,26,203.53869410998982,-1
38,38,273,229,0,0.0,103.0,310,26,206.34437234875102,-1
39,39,227,250,0,0.15213974478680362,954.0,310,26,238.88281646028875,-1
40,40,357,359,0,0.0558974358974359,412.0,310,26,336.3004608976919,-1
41,41,189,225,0,0.125,207.0,310,26,232.89911979223967,-1
42,42,262,427,0,0.22510952515545507,493.0,310,26,403.8626003977095,-1
43,43,109,272,0,0.29166666666666663,109.0,310,26,317.67436157172017,-1
44,44,243,306,0,0.047619047619047616,141.0,310,26,287.9044980544764,-1
45,45,194,232,0,0.1793154761904762,635.0,310,26,236.4148895480147,-1
46,46,48,289,0,0.5555555555555556,114.0,310,26,371.23173355735634,-1
47,47,10,162,0,0.158994708994709,338.0,310,26,329.38731001664286,-1
48,48,90,473,0,0.05259417199715707,279.0,310,26,498.20578077738116,-1
49,49,242,225,0,0.041666666666666664,214.0,310,26,210.2974084481309,-1
50,50,107,353,0,0.3333333333333333,143.0,310,26,384.8869964028403,-1
51,51,115,366,0,0.1111111111111111,236.0,310,26,391.95025194532025,-1
52,52,236,404,0,0.08068783068783068,785.0,310,26,385.1752847730498,-1
53,53,168,150,0,0.08484848484848484,290.0,310,26,188.52055590836773,-1
54,54,230,135,0,0.07414593562039383,1141.0,310,26,135.20724832641184,-1
55,55,143,394,0,0.462962962962963,695.0,310,26,404.120031673759,-1
56,56,275,343,0,0.14882431233362908,1118.0,310,26,318.9263237802737,-1
57,57,109,382,0,0.23787878787878783,773.0,310,26,408.8239229790742,-1
58,58,274,336,0,0.1745748299319728,828.0,310,26,312.0833222073874,-1
59,59,168,287,0,0.11296296296296296,996.0,310,26,297.1279185805333,-1
60,60,185,338,0,0.13999999999999999,261.0,310,26,336.1086133975147,-1
61,61,105,254,0,0.23388266998341622,907.0,310,26,306.60887136545807,-1
62,62,237,243,0,0.195,454.0,310,26,228.9497761518888,-1
63,63,221,395,0,0.14499999999999996,768.0,310,26,379.5813483299726,-1
64,64,269,258,0,0.12040816326530611,411.0,310,26,235.5949914577982,-1
65,65,244,405,0,0.0344324307767704,335.0,310,26,384.7037821493311,-1
66,66,147,363,0,0.075,330.0,310,26,374.35010351274116,-1
67,67,293,131,0,0.20714285714285716,459.0,310,26,106.36728820459794,-1
68,68,295,304,0,0.1329365079365079,471.0,310,26,278.40438214941946,-1
69,69,216,127,0,0.10945165945165945,749.0,310,26,137.97463535012514,-1
70,70,223,394,0,0.06923076923076923,343.0,310,26,378.1441524075177,-1
71,71,283,280,0,0.15625,654.0,310,26,255.43100829773977,-1
72,72,126,275,0,0.06034024455077087,989.0,310,26,309.6078164387973,-1
73,73,192,257,0,0.09615667254556144,1047.0,310,26,259.3935234349539,-1
74,74,228,384,0,0.11388888888888889,390.0,310,26,367.27101709772853,-1
75,75,267,233,0,0.0,346.0,310,26,211.4190152280537,-1
76,76,194,323,0,0.15067519545131486,534.0,310,26,318.8494942759044,-1
77,77,75,294,0,0.3095238095238095,570.0,310,26,356.4393356519451,-1
78,78,268,281,0,0.10383597883597884,391.0,310,26,258.43567865138124,-1
79,79,178,316,0,0.08333333333333333,49.0,310,26,318.62831010442244,-1
80,80,262,245,0,0.12857142857142856,351.0,310,26,224.19857269840057,-1
81,81,255,211,0,0.06666666666666667,136.0,310,26,193.00259065618783,-1
82,82,388,237,0,0.0,16.0,310,26,224.95555116511352,-1
83,83,136,260,0,0.6666666666666666,242.0,310,26,291.6024691253488,1
84,84,120,272,0,0.05,258.0,310,26,310.8311438707518,-1
85,85,180,171,0,0.0894456289978678,231.0,310,26,194.74342094150447,-1
86,86,284,142,0,0.0,206.0,310,26,118.87808881370864,-1
87,87,274,348,0,0.0,261.0,310,26,324.0061727807049,-1
88,88,158,195,0,0.23653337403337402,670.0,310,26,227.29936207565564,-1
89,89,235,422,0,0.03571428571428571,325.0,310,26,403.0397002777766,-1
90,90,232,154,0,0.42149758454106284,162.0,310,26,149.89329538041386,1
91,91,216,247,0,0.30666666666666664,446.0,310,26,240.160363090998,-1
92,92,244,477,0,0.13999999999999999,269.0,310,26,455.80368581221455,-1
93,93,259,273,0,0.08707113781740648,657.0,310,26,252.21022976873877,-1
94,94,257,192,0,0.08787878787878789,747.0,310,26,174.25555945220228,-1
95,95,190,261,0,0.15931036640695892,647.0,310,26,263.86549603917524,-1
96,96,187,351,0,0.4011111111111111,644.0,310,26,347.4967625748476,-1
97,97,180,308,0,0.4554112554112555,582.0,310,26,310.5221409175198,-1
98,98,260,513,0,0.08571428571428572,348.0,310,26,489.5600065364817,-1
99,99,126,342,0,0.1304490802168821,1151.0,310,26,365.6665147371304,-1
100,100,259,354,0,0.16557971014492753,478.0,310,26,331.94125986385,-1
