,order_id,order_location_x,order_location_y,has_all_available_products,percentage_availability_of_products,total_weight_of_order,warehouse_location_x,warehouse_location_y,distance_order_from_warehouse,classifier
0,0,340,371,0,0.1875,419.0,195,89,317.09462310168556,-1
1,1,163,320,0,0.14285714285714285,45.0,195,89,233.20591759215716,-1
2,2,201,331,0,0.1,88.0,195,89,242.0743687382041,-1
3,3,257,290,0,0.24241622574955907,702.0,195,89,210.34495477667156,-1
4,4,115,512,0,0.4208333333333333,508.0,195,89,430.49854819731974,-1
5,5,154,147,0,0.125,362.0,195,89,71.02816342831905,-1
6,6,188,326,0,0.1537037037037037,255.0,195,89,237.10335299189677,-1
7,7,210,180,0,0.1835813492063492,590.0,195,89,92.22797840135064,-1
8,8,92,216,0,0.13888888888888887,169.0,195,89,163.51758315239374,-1
9,9,135,190,0,0.12857142857142856,216.0,195,89,117.47765745025733,-1
10,10,254,201,0,0.10714285714285714,367.0,195,89,126.58988901172162,-1
11,11,198,328,0,0.5,22.0,195,89,239.0188277102873,1
12,12,193,254,0,0.1049472437553833,867.0,195,89,165.01212076693034,-1
13,13,259,211,0,0.15,409.0,195,89,137.7679207943562,-1
14,14,211,211,0,0.18653846153846151,1085.0,195,89,123.0447073221762,-1
15,15,298,230,0,0.2426321138211382,493.0,195,89,174.61385970191483,-1
16,16,265,417,0,0.13627450980392158,1179.0,195,89,335.38634438509865,-1
17,17,241,301,0,0.2375,437.0,195,89,216.9331694324314,-1
18,18,252,200,0,0.1,78.0,195,89,124.77980605851253,-1
19,19,143,286,0,0.1235827664399093,306.0,195,89,203.74739262135355,-1
20,20,264,236,0,0.13257575757575757,974.0,195,89,162.3884232326923,-1
21,21,56,257,0,0.19583333333333336,228.0,195,89,218.04815981796315,-1
22,22,180,348,0,0.17698412698412697,742.0,195,89,259.43399931389104,-1
23,23,299,391,0,0.15854700854700854,738.0,195,89,319.4056981332675,-1
24,24,273,402,0,0.3703703703703704,146.0,195,89,322.5724724771164,-1
25,25,123,358,0,0.3678571428571429,354.0,195,89,278.4690287985362,-1
26,26,293,238,0,0.3333333333333333,181.0,195,89,178.33956375409244,-1
27,27,252,275,0,0.2722222222222222,875.0,195,89,194.5379140424817,-1
28,28,91,246,0,0.09523809523809522,537.0,195,89,188.32153355365392,-1
29,29,203,228,0,0.04513888888888889,325.0,195,89,139.2300254973761,-1
30,30,228,120,0,0.047619047619047616,132.0,195,89,45.27692569068709,-1
31,31,134,204,0,0.16666666666666666,149.0,195,89,130.17680284904833,-1
32,32,125,215,0,0.17272727272727273,217.0,195,89,144.138821973818,-1
33,33,230,335,0,0.13288690476190476,1065.0,195,89,248.47736315407084,-1
34,34,145,415,0,0.21695011337868483,984.0,195,89,329.81206769916713,-1
35,35,112,397,0,0.08333333333333333,143.0,195,89,318.9874605685935,-1
36,36,107,382,0,0.15725108225108225,513.0,195,89,305.92973049378514,-1
